"","industrylist_short.i.","employment_industry_current","employment_industry_MoM","employment_industry_YoY","employment_pcttot"
"1","Total, All Industries",126830.360597484,0.0012188848655541,0.0333692778666257,""
"2","Total Nonfarm",122022.503185008,0.00199274928624504,0.0355898799523187,""
"3","Educational and Health Services",18988.4523626477,0.00472430106838218,0.0612825293513888,"0.149290111583198"
"4","Financial Activities",3848.4950818325,-0.00141924195805065,-0.000244399075124191,"0.0302574559116965"
"5","Goods Producing",16302.3815544597,0.00190589832674859,0.0393553340400774,"0.128171812786842"
"6","Government",24762.9002055509,0.0197726837151171,0.0418194413339117,"0.194689702151946"
"7","Information",1297.65610652443,-0.000695650877340026,-0.000258817372349229,"0.0102023704322914"
"8","Leisure and Hospitality",20497.1529628333,0.00563868961388581,0.0509789227068405,"0.161151746046384"
"9","Other Services",4183.1119583276,-0.00474682445692742,0.0222133371329007,"0.0328882648831449"
"10","Professional and Business Services",11615.2873426934,-0.00172155328160595,0.0652276060948493,"0.0913211624804483"
"11","Retail Trade",14054.3999912453,0.000194818591415347,-0.0147707552277927,"0.110497838520808"
"12","Total Farm",4917.78705037965,0.00955811325652944,-0.0201710062326892,"0.0386643926251614"
"13","Transportation, Warehousing and Utilitie",4026.37645872967,-0.00778226472315635,-0.0262687668039192,"0.0316559864553331"
"14","Wholesale Trade",2697.62709946326,0.000271515939814782,-0.000490026409834643,"0.0212091561227464"
