"","V1","V2","V3","V4"
"lf_table",217345,216180,216309,215518
"empl_table",207658,207803,207575,207379
"unemp_table",9741,8622,8982,8188
"uerate_SB_table",0.045,0.04,0.041,0.038
"uerate_CA_table",0.047,0.041,0.044,0.04
"uerate_US_table",0.043,0.039,0.04,0.038
