"","V1","V2","V3","V4"
"lf_table",215506,218348,216342,217418
"empl_table",204644,209678,207572,208790
"unemp_table",10874,8732,8857,8726
"uerate_SB_table",0.05,0.04,0.041,0.039
"uerate_CA_table",0.051,0.044,0.042,0.042
"uerate_US_table",0.046,0.041,0.041,0.041
