"","cityname","empl_city_current","empl_city_diff_1mo","empl_city_diff_12mo","uerate_city_current","uerate_city_diff_1mo","uerate_city_diff_12mo"
"1","Buellton",2786.76766832597,0.000889275248173949,0.0382570724554798,0.0125919415503114,-0.0002993092485765,-0.000933751861627299
"2","Carpinteria",7163.94888547694,0.00236302193504745,0.0146134832788032,0.036835403821632,-0.0012653368382877,-0.0029722180777068
"3","Goleta",16890.3322161903,0.00380511259515193,0.0123396977261543,0.0220404436838992,-0.000307016517897298,-0.0021646439640771
"4","Guadalupe",3079.66680844259,0.000447494702318529,-0.000304183861301599,0.0318596038030787,-0.0011894115949469,-0.0019283661064451
"5","Lompoc",16684.2249049584,0.000717689652844911,0.00659109552314008,0.0494620693733719,-0.0014601232993552,0.000395160888324302
"6","Santa Barbara",49673.9473221476,0.00287167870837113,0.0108209381658551,0.0226606009574993,-0.000308821629297698,-0.00318572265927
"7","Santa Maria",46465.6693934124,0.00307747716393014,0.0113174692074851,0.0568364608697772,-0.00125950829988881,-0.00471699787918601
"8","Solvang",3007.83952615365,0.00974382255721928,0.034747395607067,0.0219913757069363,-0.0007163935808491,-0.0018052476505834
"9","Isla Vista",11889.9589402196,0.00423510279941297,0.0174000301810016,0.0810288452842109,-0.00171317653387581,-0.00491382882597131
"10","Los Alamos",NA,NA,NA,0.0504242556229327,-0.0016742682483108,-0.0029904217211862
"11","Mission Canyon",NA,NA,NA,0.0349304292413845,-0.0013264553015185,-0.0020348965476154
"12","Mission Hills",1996.91721277423,0.00217497538916001,0.0501445260879245,0.0535119609835124,-0.000937753142650601,-0.00290566633868441
"13","Montecito",3200.68778456748,-0.000183686496260438,0.00235193302186687,0.0474482809123668,-0.0011992631684316,-0.0030195750388357
"14","Orcutt",14202.6586041959,0.00552295201715491,0.0144984842085614,0.0361553561917706,-0.000909559256627004,-0.0029033375703415
"15","Santa Ynez",2176.52088660647,0.00118662545545156,0.0484551988053192,0.0550069548974254,-0.0014215685171807,-0.0031162133892144
"16","Summerland",NA,NA,NA,0.023111343854368,-0.0014868603756458,-0.0031633358583216
"17","Toro Canyon",NA,NA,NA,0.0240665439296093,-0.0017834311948711,-0.0030514495691048
"18","Vandenberg AFB",NA,NA,NA,0.0425067898580179,-0.0033132994217115,-0.0042329373748892
"19","Vandenberg Village",NA,NA,NA,0.0317095679370948,-0.000979592816181603,-0.0019013356774731
